 - 0.	 - 0.	
729	949.0	
730	966.0	
731	952.0	
732	953.0	
733	974.0	
734	940.0	
735	949.0	
736	971.0	
737	946.0	
738	952.0	
739	943.0	
740	967.0	
741	958.0	
742	957.0	
743	964.0	
744	967.0	
745	986.0	
746	980.0	
747	976.0	
748	973.0	
749	994.0	
750	987.0	
751	990.0	
752	1020.0	
753	1011.0	
754	992.0	
755	1004.0	
756	1020.0	
757	1023.0	
758	1038.0	
759	1039.0	
760	1039.0	
761	1067.0	
762	1062.0	
763	1078.0	
764	1095.0	
765	1122.0	
766	1132.0	
767	1160.0	
768	1184.0	
769	1200.0	
770	1218.0	
771	1241.0	
772	1237.0	
773	1283.0	
774	1243.0	
775	1243.0	
776	1265.0	
777	1258.0	
778	1274.0	
779	1255.0	
780	1250.0	
781	1235.0	
782	1221.0	
783	1220.0	
784	1225.0	
785	1218.0	
786	1208.0	
787	1212.0	
788	1217.0	
789	1193.0	
790	1213.0	
791	1235.0	
792	1191.0	
793	1189.0	
794	1156.0	
795	1212.0	
796	1211.0	
797	1207.0	
798	1199.0	
799	1190.0	
800	1226.0	
801	1213.0	
802	1194.0	
803	1215.0	
804	1199.0	
805	1230.0	
806	1220.0	
807	1215.0	
808	1250.0	
809	1229.0	
810	1233.0	
811	1247.0	
812	1253.0	
813	1254.0	
814	1301.0	
815	1304.0	
816	1318.0	
817	1333.0	
818	1341.0	
819	1355.0	
820	1407.0	
821	1440.0	
822	1456.0	
823	1466.0	
824	1493.0	
825	1553.0	
826	1596.0	
827	1674.0	
828	1718.0	
829	1854.0	
830	1967.0	
831	2128.0	
832	2341.0	
833	2514.0	
834	2734.0	
835	2875.0	
836	2987.0	
837	3067.0	
838	3191.0	
839	3171.0	
840	3171.0	
841	3105.0	
842	3002.0	
843	2962.0	
844	2889.0	
845	2708.0	
846	2682.0	
847	2511.0	
848	2523.0	
849	2379.0	
850	2364.0	
851	2328.0	
852	2266.0	
853	2211.0	
854	2179.0	
855	2216.0	
856	2147.0	
857	2095.0	
858	2164.0	
859	2095.0	
860	2078.0	
861	2115.0	
862	2113.0	
863	2158.0	
864	2142.0	
865	2154.0	
866	2194.0	
867	2221.0	
868	2170.0	
869	2249.0	
870	2278.0	
871	2271.0	
872	2324.0	
873	2333.0	
874	2359.0	
875	2392.0	
876	2434.0	
877	2458.0	
878	2582.0	
879	2599.0	
880	2661.0	
881	2809.0	
882	2827.0	
883	2860.0	
884	2876.0	
885	2995.0	
886	3060.0	
887	3178.0	
888	3359.0	
889	3445.0	
890	3559.0	
891	3799.0	
892	3930.0	
893	4307.0	
894	4634.0	
895	5057.0	
896	5548.0	
897	6215.0	
898	6817.0	
899	7572.0	
900	8306.0	
901	8859.0	
902	9245.0	
903	9483.0	
904	9650.0	
905	9486.0	
906	9460.0	
907	9161.0	
908	8848.0	
909	8606.0	
910	8214.0	
911	7801.0	
912	7584.0	
913	7240.0	
914	6887.0	
915	6586.0	
916	6427.0	
917	6211.0	
918	5991.0	
919	5875.0	
920	5782.0	
921	5719.0	
922	5607.0	
923	5597.0	
924	5615.0	
925	5599.0	
926	5556.0	
927	5597.0	
928	5727.0	
929	5817.0	
930	6023.0	
931	6311.0	
932	6567.0	
933	6914.0	
934	7506.0	
935	7873.0	
936	8685.0	
937	9381.0	
938	10545.0	
939	11770.0	
940	13459.0	
941	15352.0	
942	17827.0	
943	20779.0	
944	23818.0	
945	27260.0	
946	29996.0	
947	32155.0	
948	33270.0	
949	33235.0	
950	32631.0	
951	31956.0	
952	32110.0	
953	34192.0	
954	38464.0	
955	44912.0	
956	51776.0	
957	55360.0	
958	52800.0	
959	46442.0	
960	39232.0	
961	33600.0	
962	29100.0	
963	25763.0	
964	23048.0	
965	20293.0	
966	17749.0	
967	15735.0	
968	13824.0	
969	11881.0	
970	10138.0	
971	8579.0	
972	7041.0	
973	5747.0	
974	4678.0	
975	3813.0	
976	3112.0	
977	2694.0	
978	2292.0	
979	1980.0	
980	1805.0	
981	1696.0	
982	1586.0	
983	1502.0	
984	1431.0	
985	1418.0	
986	1378.0	
987	1342.0	
988	1335.0	
989	1300.0	
990	1294.0	
991	1255.0	
992	1220.0	
993	1188.0	
994	1149.0	
995	1137.0	
996	1092.0	
997	1067.0	
998	1072.0	
999	1049.0	
1000	1019.0	
1001	1013.0	
1002	992.0	
1003	977.0	
1004	959.0	
1005	947.0	
1006	946.0	
1007	930.0	
1008	930.0	
1009	923.0	
1010	923.0	
1011	920.0	
1012	910.0	
1013	921.0	
1014	902.0	
1015	908.0	
1016	911.0	
1017	905.0	
1018	903.0	
1019	907.0	
1020	897.0	
1021	888.0	
1022	899.0	
1023	903.0	
